FIPS,Area,Total Population,Deaths per Case Rate,Age-Adjusted Death Rate,Age-Adjusted New Case Rate,Uninsured Rate,White,Black or African American,Hispanic or Latino,American Indian or Alaska Native,Asian,Hawaiian and Other Pacific Islander
13267,"Tattnall County, Georgia",45684,44.58%,175.3,393.2,,68.77%,30.62%,12.56%,1.33%,0.97%,0.27%
31045,"Dawes County, Nebraska",16398,44.57%,165.9,372.2,,91.01%,2.83%,5.88%,5.84%,2.31%,0.51%
39037,"Darke County, Ohio",103762,44.56%,180.6,405.3,,98.41%,1.46%,1.72%,0.68%,0.72%,0.10%
38105,"Williams County, North Dakota",81900,44.53%,172.6,387.6,,88.47%,6.14%,9.73%,7.32%,1.63%,0.32%
48103,"Crane County, Texas",9350,44.50%,159.8,359.1,,92.53%,4.62%,66.27%,2.55%,1.33%,0.36%
35025,"Lea County, New Mexico",148910,44.49%,163,366.4,12.41%,92.73%,4.98%,61.43%,2.80%,0.82%,0.18%
46097,"Miner County, South Dakota",4596,44.49%,225.5,506.9,,97.95%,1.44%,3.31%,1.44%,0.61%,0.13%
29145,"Newton County, Missouri",117296,44.39%,186,419,,93.38%,1.96%,5.70%,4.84%,1.94%,1.38%
48267,"Kimble County, Texas",8572,44.36%,177.1,399.2,,96.62%,1.17%,25.03%,1.82%,1.07%,0.16%
56017,"Hot Springs County, Wyoming",9242,44.36%,177.8,400.8,,96.58%,1.15%,4.50%,3.44%,0.74%,0.15%
05095,"Monroe County, Arkansas",13598,44.34%,250.7,565.4,,58.08%,41.39%,2.84%,1.66%,1.10%,0.07%
05061,"Howard County, Arkansas",25570,44.32%,170.2,384,,76.43%,22.12%,13.31%,2.42%,0.88%,0.23%
13259,"Stewart County, Georgia",10628,44.30%,183.9,415.1,,47.63%,48.95%,34.38%,1.73%,4.12%,0.11%
45069,"Marlboro County, South Carolina",53334,44.29%,207.6,468.7,,43.12%,52.36%,3.27%,5.97%,0.67%,0.15%
38011,"Bowman County, North Dakota",5986,44.25%,161.6,365.2,,96.73%,0.90%,5.35%,3.14%,0.30%,0.20%
21219,"Todd County, Kentucky",24486,44.23%,208.9,472.3,,91.30%,8.98%,4.88%,0.90%,0.53%,0.16%
01129,"Washington County, Alabama",30776,44.23%,184.7,417.6,,67.70%,23.86%,1.61%,8.79%,1.12%,0.22%
29023,"Butler County, Missouri",84260,44.23%,203.4,459.9,,92.32%,7.25%,2.32%,1.78%,1.32%,0.10%
21153,"Magoffin County, Kentucky",23274,44.17%,211.8,479.5,,99.04%,0.58%,1.25%,0.84%,0.38%,0.02%
18115,"Ohio County, Indiana",11880,44.15%,158.2,358.3,,98.59%,1.31%,1.94%,0.91%,0.51%,0.02%
26127,"Oceana County, Michigan",53318,44.14%,171.6,388.8,,96.89%,1.76%,15.36%,2.49%,0.53%,0.09%
40127,"Pushmataha County, Oklahoma",21624,44.13%,199.7,452.5,,78.18%,2.01%,4.13%,25.40%,0.72%,0.16%
48319,"Mason County, Texas",7906,44.12%,142.7,323.4,,97.44%,1.80%,25.35%,1.34%,0.43%,0.30%
47015,"Cannon County, Tennessee",29012,44.09%,198.5,450.2,,97.02%,2.79%,2.47%,1.28%,0.58%,0.14%
28083,"Leflore County, Mississippi",56678,44.03%,218.6,496.5,,23.44%,75.77%,2.94%,0.81%,0.66%,0.05%
18055,"Greene County, Indiana",61606,44.02%,189.3,430,,98.80%,0.71%,1.90%,0.98%,0.61%,0.06%
40009,"Beckham County, Oklahoma",44820,44.02%,194.3,441.4,,90.49%,5.58%,15.34%,5.86%,1.27%,0.09%
40141,"Tillman County, Oklahoma",13936,44.01%,195.8,444.9,,85.26%,9.92%,28.44%,8.37%,0.93%,0.23%
21183,"Ohio County, Kentucky",47544,43.97%,213.1,484.6,,97.80%,1.88%,3.41%,0.79%,0.47%,0.06%
13225,"Peach County, Georgia",55962,43.96%,198.1,450.6,,53.58%,45.65%,8.18%,1.18%,1.51%,0.20%
21233,"Webster County, Kentucky",26034,43.95%,208.5,474.4,,94.72%,5.05%,5.87%,0.88%,0.69%,0.38%
35005,"Chaves County, New Mexico",130314,43.94%,148.9,338.9,8.31%,93.31%,3.16%,58.80%,3.55%,1.61%,0.36%
37165,"Scotland County, North Carolina",68348,43.91%,195.2,444.5,,45.93%,40.24%,3.41%,15.35%,1.33%,0.18%
28041,"Greene County, Mississippi",27060,43.89%,177.5,404.4,,73.96%,26.01%,1.31%,0.69%,0.29%,0.04%
17101,"Lawrence County, Illinois",30560,43.89%,206.4,470.3,,88.55%,10.98%,3.97%,0.89%,0.67%,0.07%
46039,"Deuel County, South Dakota",8590,43.89%,187.7,427.7,,97.90%,1.26%,3.86%,1.70%,0.37%,0.14%
21189,"Owsley County, Kentucky",8102,43.88%,243.1,554,,98.77%,0.99%,1.60%,1.04%,0.32%,0.07%
45061,"Lee County, South Carolina",33062,43.86%,201.2,458.7,,35.39%,64.12%,2.59%,0.94%,0.68%,0.10%
35009,"Curry County, New Mexico",96860,43.85%,158.7,361.9,,87.94%,8.62%,44.25%,3.55%,2.99%,0.45%
47017,"Carroll County, Tennessee",56880,43.84%,229.2,522.8,,88.67%,11.72%,3.14%,1.12%,0.64%,0.09%
01091,"Marengo County, Alabama",38646,43.83%,194.6,444,,47.37%,52.28%,2.83%,0.72%,0.45%,0.22%
13107,"Emanuel County, Georgia",45536,43.82%,216.7,494.5,,63.91%,35.40%,4.76%,0.87%,0.95%,0.13%
26119,"Montmorency County, Michigan",18306,43.82%,205.3,468.5,,98.15%,1.18%,1.44%,1.86%,0.58%,0.03%
40057,"Harmon County, Oklahoma",4976,43.82%,200.6,457.8,,85.69%,11.66%,30.99%,6.31%,1.89%,0.12%
13047,"Catoosa County, Georgia",135744,43.78%,164.4,375.5,7.25%,94.75%,3.98%,3.22%,1.14%,1.90%,0.23%
30023,"Deer Lodge County, Montana",18842,43.77%,183,418.1,,94.72%,1.11%,3.85%,5.82%,0.87%,0.20%
48175,"Goliad County, Texas",14024,43.75%,181.1,413.9,,92.41%,6.16%,36.15%,2.00%,0.98%,0.11%
48291,"Liberty County, Texas",183256,43.74%,198.7,454.3,22.36%,88.07%,10.43%,30.54%,2.11%,0.98%,0.21%
26035,"Clare County, Michigan",61712,43.73%,215.7,493.2,,98.01%,1.29%,2.31%,1.86%,0.47%,0.08%
13301,"Warren County, Georgia",10430,43.73%,230.7,527.6,,40.65%,59.19%,1.94%,0.65%,0.81%,0.06%
01057,"Fayette County, Alabama",32642,43.71%,193.2,442,,87.15%,12.76%,2.08%,0.97%,0.64%,0.04%
26115,"Monroe County, Michigan",309618,43.70%,173.1,396.1,3.82%,96.11%,3.68%,3.86%,1.08%,1.02%,0.09%
28077,"Lawrence County, Mississippi",24032,43.68%,208.7,477.8,,66.53%,33.10%,2.26%,0.76%,0.63%,0.03%
37155,"Robeson County, North Carolina",233060,43.64%,191.1,437.9,13.27%,31.63%,24.62%,8.99%,45.55%,1.01%,0.33%
05037,"Cross County, Arkansas",33666,43.63%,226.9,520.1,,75.26%,24.27%,2.20%,0.99%,1.00%,0.13%
08017,"Cheyenne County, Colorado",3496,43.63%,209.1,479.3,,94.91%,1.89%,11.67%,2.29%,2.40%,0.11%
01053,"Escambia County, Alabama",73514,43.62%,193.1,442.7,,64.12%,32.66%,2.61%,4.80%,0.58%,0.14%
29015,"Benton County, Missouri",38788,43.61%,206.8,474.2,,97.89%,1.17%,2.20%,2.04%,0.79%,0.12%
01011,"Bullock County, Alabama",20714,43.58%,207.1,475.2,,27.94%,70.80%,8.95%,1.38%,0.52%,0.76%
16009,"Benewah County, Idaho",19060,43.58%,183.3,420.6,,90.48%,1.21%,4.27%,11.30%,0.99%,0.26%
18131,"Pulaski County, Indiana",25028,43.55%,200.9,461.3,,97.83%,1.31%,3.36%,1.13%,0.98%,0.04%
41039,"Lane County, Oregon",765942,43.55%,155.6,357.3,6.98%,93.52%,2.43%,9.53%,3.81%,4.77%,0.66%
41057,"Tillamook County, Oregon",54780,43.55%,178.2,409.2,,96.06%,1.24%,10.69%,3.27%,1.83%,0.74%
48123,"DeWitt County, Texas",39648,43.55%,193.7,444.8,,88.90%,10.25%,36.55%,1.49%,0.60%,0.10%
47041,"DeKalb County, Tennessee",40160,43.54%,187.8,431.3,,96.33%,2.77%,8.44%,1.34%,1.22%,0.09%
40089,"McCurtain County, Oklahoma",61628,43.51%,203.7,468.2,,70.62%,9.92%,6.39%,24.31%,1.33%,1.61%
47129,"Morgan County, Tennessee",42070,43.50%,193.1,443.9,,95.41%,4.22%,1.52%,1.35%,0.45%,0.10%
53023,"Garfield County, Washington",4572,43.48%,141.8,326.1,,94.88%,1.62%,5.56%,1.79%,4.51%,0.44%
48455,"Trinity County, Texas",27204,43.48%,208.9,480.5,,89.28%,9.68%,11.31%,1.90%,0.82%,0.18%
21159,"Martin County, Kentucky",22574,43.47%,232.1,533.9,,92.50%,7.14%,3.51%,0.87%,0.35%,0.04%
28051,"Holmes County, Mississippi",34000,43.46%,232.5,535,,15.96%,83.99%,1.18%,0.42%,0.35%,0.04%
48119,"Delta County, Texas",10460,43.45%,234.5,539.7,,89.25%,9.02%,9.04%,3.88%,1.13%,0.13%
47077,"Henderson County, Tennessee",55684,43.41%,200.3,461.4,,91.24%,9.53%,2.71%,0.91%,0.50%,0.06%
21099,"Hart County, Kentucky",38576,43.40%,241.1,555.5,,94.75%,5.49%,2.06%,0.78%,0.66%,0.09%
48289,"Leon County, Texas",31438,43.40%,178.5,411.3,,90.73%,7.90%,15.47%,1.82%,1.05%,0.06%
48205,"Hartley County, Texas",10764,43.39%,144.5,333,,91.19%,7.49%,27.91%,1.43%,1.00%,0.11%
46095,"Mellette County, South Dakota",3836,43.38%,232.1,535,,41.19%,1.77%,3.49%,62.62%,0.83%,0.00%
01039,"Covington County, Alabama",75140,43.38%,189.3,436.4,,85.95%,13.64%,1.92%,1.37%,0.67%,0.06%
35007,"Colfax County, New Mexico",24774,43.36%,132,304.4,,94.98%,1.52%,49.46%,4.30%,1.09%,0.31%
18041,"Fayette County, Indiana",46796,43.36%,185,426.7,,97.68%,2.12%,1.48%,0.82%,0.52%,0.04%
54089,"Summers County, West Virginia",23918,43.30%,176.2,406.9,,94.79%,5.18%,1.63%,1.14%,0.62%,0.09%
40085,"Love County, Oklahoma",20292,43.26%,211,487.7,,88.49%,3.86%,16.88%,11.84%,0.95%,0.11%
01131,"Wilcox County, Alabama",21200,43.22%,208.6,482.7,,28.66%,71.33%,1.50%,0.74%,0.48%,0.08%
37187,"Washington County, North Carolina",22006,43.20%,192.9,446.5,,49.20%,50.63%,6.01%,1.77%,0.65%,0.10%
48115,"Dawson County, Texas",24912,43.19%,181.3,419.8,,90.57%,7.52%,58.80%,2.02%,1.38%,0.26%
45039,"Fairfield County, South Carolina",41896,43.18%,175.2,405.7,,41.69%,58.07%,2.44%,0.99%,1.04%,0.11%
04001,"Apache County, Arizona",132042,43.17%,119.2,276.1,28.55%,23.31%,1.23%,6.79%,76.29%,0.73%,0.20%
47003,"Bedford County, Tennessee",100474,43.16%,197.8,458.3,,88.87%,10.00%,13.40%,1.79%,1.39%,0.24%
41011,"Coos County, Oregon",129858,43.14%,182.8,423.7,,94.60%,1.31%,7.06%,6.07%,2.18%,0.59%
18179,"Wells County, Indiana",56360,43.13%,176.6,409.5,,98.08%,1.64%,3.22%,0.70%,0.82%,0.07%
40001,"Adair County, Oklahoma",38990,43.12%,192.3,446,,50.86%,1.52%,7.31%,56.78%,1.26%,0.18%
08087,"Morgan County, Colorado",58222,43.11%,161.3,374.2,,92.28%,5.02%,36.54%,2.78%,1.16%,0.55%
05087,"Madison County, Arkansas",33042,43.10%,185.3,429.9,,95.84%,1.26%,6.07%,3.07%,1.06%,0.77%
21025,"Breathitt County, Kentucky",27436,43.10%,239.2,555,,98.43%,0.98%,1.33%,0.64%,0.82%,0.17%
26121,"Muskegon County, Michigan",351648,43.10%,178.5,414.2,6.07%,84.25%,15.95%,6.03%,2.08%,1.17%,0.12%
05113,"Polk County, Arkansas",38442,43.05%,197.9,459.7,,96.08%,1.07%,6.49%,4.07%,1.16%,0.08%
16037,"Custer County, Idaho",8550,43.03%,168.8,392.3,,97.92%,1.05%,4.94%,2.46%,0.82%,0.19%
47121,"Meigs County, Tennessee",25516,43.01%,227.2,528.3,,96.86%,2.30%,2.43%,1.99%,0.53%,0.11%
13279,"Toombs County, Georgia",54060,43.00%,202.4,470.7,,71.33%,27.71%,11.62%,1.20%,1.09%,0.19%
40019,"Carter County, Oklahoma",96006,42.97%,194.6,452.9,,80.00%,9.10%,8.27%,16.28%,1.83%,0.19%
29063,"DeKalb County, Missouri",22058,42.97%,179.3,417.3,,91.40%,7.75%,2.72%,1.26%,0.68%,0.17%
28149,"Warren County, Mississippi",89444,42.97%,186,432.9,,49.26%,50.08%,2.12%,0.66%,1.05%,0.10%
26023,"Branch County, Michigan",89724,42.96%,179.1,416.9,,96.29%,2.96%,5.39%,1.24%,1.30%,0.07%
05021,"Clay County, Arkansas",29104,42.96%,229.7,534.7,,98.14%,1.55%,2.37%,1.44%,0.46%,0.08%
29105,"Laclede County, Missouri",72078,42.92%,191.7,446.6,,97.48%,1.72%,2.68%,1.89%,1.16%,0.20%
13163,"Jefferson County, Georgia",31418,42.92%,217.8,507.5,,46.65%,52.98%,4.02%,0.60%,0.85%,0.13%
08109,"Saguache County, Colorado",12736,42.91%,117.2,273.1,,93.64%,2.09%,35.85%,5.73%,1.60%,0.19%
38085,"Sioux County, North Dakota",7796,42.90%,189.2,441,,15.14%,1.64%,5.13%,86.53%,0.67%,0.18%
05013,"Calhoun County, Arkansas",9478,42.90%,228.6,532.9,,77.99%,21.97%,4.45%,1.75%,0.65%,0.08%
29123,"Madison County, Missouri",25252,42.90%,217.4,506.8,,97.81%,1.03%,2.36%,1.22%,1.23%,0.10%
40023,"Choctaw County, Oklahoma",28408,42.89%,197.6,460.7,,69.01%,13.02%,5.07%,25.38%,1.03%,0.23%
02180,"Nome Census Area, Alaska",20092,42.89%,209.5,488.5,,21.03%,1.25%,1.96%,81.88%,2.53%,0.51%
48413,"Schleicher County, Texas",4902,42.86%,161.3,376.3,,96.08%,3.02%,54.79%,2.49%,0.98%,0.04%
12037,"Franklin County, Florida",24902,42.86%,189.7,442.6,,85.36%,14.30%,5.90%,1.46%,0.60%,0.23%
31149,"Rock County, Nebraska",2524,42.83%,173.2,404.4,,98.49%,0.48%,1.66%,0.95%,0.48%,0.00%
48415,"Scurry County, Texas",33864,42.80%,167.1,390.4,,92.04%,6.70%,42.18%,2.03%,1.18%,0.16%
30041,"Hill County, Montana",32618,42.78%,188.4,440.4,,73.60%,1.00%,3.94%,27.70%,1.31%,0.28%
40065,"Jackson County, Oklahoma",49570,42.76%,184.9,432.4,,86.90%,9.47%,25.39%,5.43%,2.49%,0.59%
29117,"Livingston County, Missouri",29114,42.76%,190.7,446,,95.63%,3.89%,2.02%,1.08%,1.07%,0.09%
45009,"Bamberg County, South Carolina",26622,42.72%,186.6,436.8,,38.43%,60.93%,2.33%,0.93%,0.87%,0.09%
48433,"Stonewall County, Texas",2490,42.72%,222.9,521.8,,93.41%,4.26%,17.83%,2.65%,1.69%,0.00%
41023,"Grant County, Oregon",14466,42.71%,139.5,326.6,,96.81%,1.18%,4.37%,3.75%,1.12%,0.36%
18049,"Fulton County, Indiana",40960,42.71%,182.4,427.1,,97.42%,1.65%,5.52%,1.50%,0.83%,0.06%
29143,"New Madrid County, Missouri",32868,42.71%,206.7,484,,83.28%,17.07%,2.07%,1.00%,0.69%,0.10%
40079,"Le Flore County, Oklahoma",96258,42.70%,202.8,474.9,,81.60%,2.84%,7.41%,20.34%,1.12%,0.34%
40081,"Lincoln County, Oklahoma",66916,42.70%,186.2,436.1,,89.74%,3.04%,3.51%,12.22%,0.85%,0.22%
05101,"Newton County, Arkansas",14450,42.69%,163.8,383.7,,97.29%,1.16%,2.30%,3.40%,0.79%,0.04%
47087,"Jackson County, Tennessee",23234,42.68%,171.4,401.6,,98.24%,1.25%,2.32%,1.59%,0.31%,0.09%
01071,"Jackson County, Alabama",105158,42.67%,194.8,456.5,,94.16%,4.25%,3.16%,3.51%,0.75%,0.18%
42113,"Sullivan County, Pennsylvania",11680,42.66%,202.1,473.7,,95.74%,3.65%,2.00%,1.04%,0.63%,0.00%
18047,"Franklin County, Indiana",45570,42.65%,170.8,400.5,,98.60%,0.69%,1.27%,0.66%,0.90%,0.04%
48321,"Matagorda County, Texas",72510,42.64%,197.7,463.7,,85.19%,11.98%,44.34%,2.05%,2.31%,0.27%
29129,"Mercer County, Missouri",7076,42.63%,190.9,447.8,,98.08%,0.71%,3.02%,1.38%,0.96%,0.11%
47021,"Cheatham County, Tennessee",82144,42.62%,210,492.7,,96.43%,3.21%,3.82%,1.31%,0.86%,0.14%
28099,"Neshoba County, Mississippi",58174,42.61%,184.6,433.2,,60.15%,22.60%,2.32%,18.38%,0.78%,0.14%
47005,"Benton County, Tennessee",31728,42.58%,228.7,537.1,,95.97%,3.51%,2.57%,1.44%,0.83%,0.06%
48037,"Bowie County, Texas",185786,42.58%,180.2,423.2,15.27%,71.67%,27.08%,8.09%,1.99%,1.71%,0.23%
05027,"Columbia County, Arkansas",45602,42.58%,175.8,412.9,,62.77%,36.37%,2.95%,1.11%,1.22%,0.11%
26149,"St. Joseph County, Michigan",121878,42.57%,175.3,411.8,,96.08%,4.05%,8.58%,1.39%,1.10%,0.08%
29075,"Gentry County, Missouri",12324,42.57%,168.7,396.3,,98.28%,1.53%,1.85%,1.10%,0.70%,0.05%
48003,"Andrews County, Texas",37220,42.57%,145.2,341.1,,95.45%,2.68%,57.75%,2.29%,1.00%,0.09%
48081,"Coke County, Texas",6570,42.57%,186.1,437.2,,95.92%,1.70%,23.20%,3.90%,0.43%,0.03%
05039,"Dallas County, Arkansas",12964,42.56%,204.3,480,,57.85%,42.19%,3.90%,1.45%,0.66%,0.15%
18021,"Clay County, Indiana",52932,42.56%,201.6,473.7,,98.45%,1.53%,1.68%,0.82%,0.53%,0.07%
21095,"Harlan County, Kentucky",53662,42.56%,243.8,572.9,,97.23%,2.65%,1.11%,0.70%,0.50%,0.11%
41041,"Lincoln County, Oregon",100790,42.54%,173.1,406.9,,93.08%,1.53%,9.70%,6.77%,2.30%,0.47%
05067,"Jackson County, Arkansas",33510,42.54%,207.3,487.3,,81.16%,18.20%,3.18%,1.65%,0.70%,0.30%
21115,"Johnson County, Kentucky",45360,42.51%,240.2,565,,98.82%,0.72%,0.92%,0.80%,0.67%,0.05%
05103,"Ouachita County, Arkansas",45300,42.51%,221,519.9,,58.82%,41.47%,2.57%,1.17%,0.79%,0.17%
29057,"Dade County, Missouri",15138,42.50%,170.9,402.1,,97.81%,1.33%,2.31%,2.87%,0.79%,0.05%
54065,"Morgan County, West Virginia",34126,42.50%,193.1,454.4,,98.02%,1.72%,1.85%,1.36%,0.81%,0.12%
47171,"Unicoi County, Tennessee",35856,42.49%,197,463.6,,98.40%,1.16%,5.79%,1.35%,0.46%,0.08%
28143,"Tunica County, Mississippi",19564,42.49%,227.7,535.9,,20.81%,78.41%,2.57%,0.70%,0.92%,0.16%
35051,"Sierra County, New Mexico",23152,42.48%,171.8,404.4,,95.04%,1.49%,31.95%,5.04%,1.23%,0.17%
50009,"Essex County, Vermont",11840,42.48%,189.3,445.6,,98.09%,1.13%,1.47%,1.71%,1.01%,0.07%
12013,"Calhoun County, Florida",27296,42.48%,193.2,454.8,,84.81%,13.69%,6.12%,2.51%,1.25%,0.26%
28087,"Lowndes County, Mississippi",117758,42.47%,201.6,474.7,,53.46%,45.73%,2.17%,0.67%,1.28%,0.14%
28093,"Marshall County, Mississippi",67504,42.46%,208,489.9,,52.07%,47.62%,4.17%,0.86%,0.52%,0.14%
26053,"Gogebic County, Michigan",28760,42.44%,156.1,367.8,,95.39%,1.11%,1.97%,4.60%,0.67%,0.14%
48243,"Jeff Davis County, Texas",3992,42.43%,82.1,193.5,,94.69%,2.20%,31.56%,3.11%,2.05%,0.15%
13233,"Polk County, Georgia",85706,42.40%,209.1,493.2,,85.24%,14.13%,13.82%,1.40%,0.96%,0.28%
18075,"Jay County, Indiana",40956,42.40%,187.6,442.5,,98.66%,1.02%,3.39%,0.85%,0.68%,0.08%
40055,"Greer County, Oklahoma",10982,42.38%,201.5,475.5,,85.83%,10.44%,12.57%,7.28%,0.71%,0.25%
26091,"Lenawee County, Michigan",198846,42.37%,172.1,406.2,7.42%,95.88%,4.04%,8.52%,1.44%,0.86%,0.11%
13031,"Bulloch County, Georgia",162198,42.37%,178.4,421.1,11.36%,68.33%,30.74%,4.50%,0.98%,1.82%,0.23%
48317,"Martin County, Texas",10474,42.36%,202.9,479,,94.16%,3.91%,47.83%,2.44%,0.97%,0.08%
05127,"Scott County, Arkansas",19672,42.33%,190.8,450.7,,93.17%,1.44%,8.13%,4.35%,3.62%,0.09%
38079,"Rolette County, North Dakota",24374,42.32%,197.4,466.5,,19.23%,0.85%,2.14%,82.34%,0.42%,0.04%
48133,"Eastland County, Texas",35450,42.30%,173.6,410.4,,95.36%,3.09%,17.45%,1.97%,1.02%,0.16%
40101,"Muskogee County, Oklahoma",132678,42.30%,203.7,481.6,13.53%,66.58%,12.93%,6.92%,28.39%,1.08%,0.24%
48145,"Falls County, Texas",33936,42.29%,177,418.5,,73.52%,25.27%,24.78%,1.94%,0.84%,0.33%
13175,"Laurens County, Georgia",99140,42.29%,193.6,457.8,,60.90%,38.56%,2.84%,0.76%,1.24%,0.09%
12077,"Liberty County, Florida",15948,42.24%,166,393,,78.22%,20.84%,7.06%,1.82%,0.83%,0.06%
29125,"Maries County, Missouri",16864,42.22%,153.6,363.8,,97.94%,1.35%,1.66%,1.83%,0.59%,0.12%
47083,"Houston County, Tennessee",16566,42.22%,222.5,527,,95.67%,4.41%,2.79%,1.40%,0.75%,0.13%
21181,"Nicholas County, Kentucky",15074,42.19%,239,566.5,,98.79%,1.19%,2.24%,0.50%,0.36%,0.03%
35039,"Rio Arriba County, New Mexico",80726,42.18%,126.4,299.7,,78.01%,1.18%,71.34%,21.40%,1.01%,0.27%
06033,"Lake County, California",136326,42.17%,188.6,447.2,3.68%,91.03%,3.43%,22.81%,7.24%,2.56%,0.83%
39015,"Brown County, Ohio",87352,42.16%,205.3,486.9,,98.24%,1.61%,1.25%,0.92%,0.56%,0.04%
28063,"Jefferson County, Mississippi",14520,42.15%,208.3,494.2,,13.98%,85.87%,0.88%,0.55%,0.30%,0.06%
21133,"Letcher County, Kentucky",43096,42.14%,225.9,536.1,,98.89%,0.88%,0.90%,0.60%,0.38%,0.02%
48059,"Callahan County, Texas",27416,42.12%,168,398.9,,96.26%,2.65%,10.14%,1.84%,1.07%,0.20%
29215,"Texas County, Missouri",48974,42.10%,170.6,405.2,,95.24%,3.97%,2.27%,2.16%,0.58%,0.13%
01049,"DeKalb County, Alabama",143216,42.09%,163.3,388,11.98%,94.77%,2.52%,15.38%,3.70%,0.70%,0.71%
19177,"Van Buren County, Iowa",14406,42.08%,215.7,512.6,,98.99%,0.78%,1.65%,0.64%,0.87%,0.06%
39091,"Logan County, Ohio",92300,42.06%,197.4,469.3,,96.75%,3.46%,2.04%,0.90%,1.17%,0.11%
47109,"McNairy County, Tennessee",51732,42.05%,200.1,475.9,,92.96%,7.01%,2.41%,1.19%,0.58%,0.05%
54087,"Roane County, West Virginia",28056,42.02%,211.6,503.6,,98.97%,0.79%,1.23%,0.84%,0.60%,0.09%
40041,"Delaware County, Oklahoma",80794,41.95%,170.4,406.2,,72.90%,1.10%,4.02%,32.44%,1.44%,0.23%
54027,"Hampshire County, West Virginia",46186,41.91%,187.9,448.3,,98.00%,1.96%,1.55%,0.74%,0.54%,0.10%
21129,"Lee County, Kentucky",14790,41.91%,217.4,518.7,,96.42%,3.20%,1.43%,0.97%,0.43%,0.01%
29171,"Putnam County, Missouri",9362,41.90%,173.9,415,,98.80%,0.77%,2.63%,1.07%,0.83%,0.11%
01087,"Macon County, Alabama",39064,41.89%,206.2,492.2,,18.76%,80.94%,2.09%,0.82%,0.78%,0.09%
29115,"Linn County, Missouri",23748,41.89%,183.1,437.1,,98.29%,1.85%,2.73%,0.94%,0.41%,0.09%
40125,"Pottawatomie County, Oklahoma",144908,41.88%,193.5,462,14.26%,81.21%,4.66%,5.59%,19.91%,1.40%,0.28%
08055,"Huerfano County, Colorado",13640,41.88%,143.4,342.4,,91.55%,2.08%,33.62%,7.76%,1.57%,0.48%
05093,"Mississippi County, Arkansas",81370,41.88%,207.8,496.2,,62.98%,36.70%,4.71%,1.03%,0.71%,0.09%
18079,"Jennings County, Indiana",55226,41.87%,207.3,495.1,,98.28%,1.51%,2.81%,1.03%,0.56%,0.10%
55093,"Pierce County, Wisconsin",84424,41.87%,147.7,352.8,,97.11%,1.57%,2.51%,1.18%,1.76%,0.13%
48163,"Frio County, Texas",36770,41.86%,153.8,367.4,,91.63%,4.73%,80.23%,1.63%,2.97%,0.09%
47161,"Stewart County, Tennessee",27314,41.85%,209.7,501.1,,96.08%,2.78%,3.51%,1.87%,1.46%,0.15%
47045,"Dyer County, Tennessee",73602,41.84%,205.1,490.2,,83.85%,16.17%,3.67%,1.01%,0.88%,0.11%
47167,"Tipton County, Tennessee",121940,41.84%,205.3,490.7,,80.01%,19.64%,2.89%,1.26%,1.32%,0.23%
29177,"Ray County, Missouri",46316,41.83%,190,454.2,,97.21%,2.41%,2.63%,1.36%,0.66%,0.21%
35047,"San Miguel County, New Mexico",54402,41.82%,135.7,324.5,,92.84%,2.58%,77.92%,4.55%,1.76%,0.26%
48461,"Upton County, Texas",6616,41.81%,169.6,405.6,,92.20%,5.05%,55.35%,3.72%,0.85%,0.15%
17165,"Saline County, Illinois",47536,41.81%,211.6,506.1,,94.88%,4.99%,1.76%,1.13%,0.96%,0.17%
48347,"Nacogdoches County, Texas",129306,41.80%,155.5,372,13.27%,79.54%,19.18%,20.35%,1.57%,1.68%,0.14%
21119,"Knott County, Kentucky",28502,41.76%,211.7,506.9,,98.57%,1.33%,1.05%,0.80%,0.29%,0.05%
05139,"Union County, Arkansas",78108,41.76%,212.2,508.2,,65.56%,33.79%,4.10%,1.28%,0.97%,0.11%
40047,"Garfield County, Oklahoma",125692,41.75%,172.6,413.4,,87.77%,4.90%,13.60%,5.75%,1.92%,4.27%
45055,"Kershaw County, South Carolina",130806,41.74%,180,431.2,8.70%,73.86%,25.79%,5.11%,1.02%,1.15%,0.18%
48169,"Garza County, Texas",11632,41.74%,140.8,337.3,,89.96%,8.92%,52.56%,1.75%,0.81%,0.19%
02198,"Prince of Wales-Hyder Census Area, Alaska",11506,41.73%,165.6,396.8,,54.08%,1.89%,3.75%,49.40%,3.51%,1.27%
39171,"Williams County, Ohio",74204,41.73%,176.7,423.4,,97.69%,1.87%,4.98%,0.86%,0.75%,0.06%
28135,"Tallahatchie County, Mississippi",25430,41.73%,207.6,497.5,,41.72%,57.27%,7.20%,0.98%,1.40%,0.20%
01099,"Monroe County, Alabama",39544,41.73%,172.7,413.9,,56.83%,42.18%,1.65%,2.13%,0.69%,0.10%
45071,"Newberry County, South Carolina",75438,41.72%,178.7,428.3,,67.56%,31.61%,8.12%,1.31%,0.96%,0.36%
55109,"St. Croix County, Wisconsin",187072,41.72%,161.4,386.9,2.88%,97.47%,1.58%,2.61%,0.94%,1.80%,0.10%
54109,"Wyoming County, West Virginia",42764,41.71%,201.7,483.6,,98.94%,1.14%,0.80%,0.70%,0.27%,0.03%
47181,"Wayne County, Tennessee",32464,41.70%,192.3,461.2,,92.39%,7.31%,2.24%,1.00%,0.39%,0.05%
05049,"Fulton County, Arkansas",24150,41.69%,192.1,460.8,,97.89%,1.50%,1.94%,2.24%,0.50%,0.11%
